nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1854069	Bryan Lee O'Malley	1979	\N	writer,soundtrack,actor	tt3917524,tt0446029,tt1104806,tt1628764
nm1865755	David Lindsay-Abaire	1969	\N	writer,soundtrack,music_department	tt1029360,tt0935075,tt1446192,tt0358082
nm1872664	Mark L. Smith	\N	\N	writer,director,producer	tt0814343,tt1663202,tt0452702,tt4530422
nm1890845	Sean Anders	\N	\N	writer,director,producer	tt1135985,tt1232200,tt7401588,tt5657846
nm1895993	Brendan O'Brien	\N	\N	writer,producer,script_department	tt4438848,tt4481514,tt2004420,tt2823054
nm1897248	Susan O'Connor	\N	\N	writer	tt1797530,tt7170214,tt0823463,tt1094581
nm1897957	Russell Gewirtz	\N	\N	writer	tt1034331,tt0835435,tt0454848,tt0424609
nm1898234	John Morris	\N	\N	writer,producer,director	tt7401588,tt1231587,tt0815236,tt1135985
nm1916979	Lauren Weisberger	1977	\N	actress,writer	tt1490762,tt0458352,tt0044298,tt0320991
nm1921680	Steve Englehart	1947	\N	writer,animation_department,producer	tt4154756,tt2015381,tt3896198,tt4154796
nm1950086	Greta Gerwig	1983	\N	actress,writer,producer	tt2872462,tt4925292,tt2347569,tt1234654
nm1959505	Diablo Cody	1978	\N	writer,producer,actress	tt1625346,tt1131734,tt5610554,tt0467406
nm1963288	Joe Robert Cole	\N	\N	writer,producer,director	tt1825683,tt2788432,tt3993886,tt1737090
nm1969144	Gene Stupnitsky	1977	\N	producer,writer,miscellaneous	tt0386676,tt1284575,tt1045778,tt7343762
nm1974016	Miles Chapman	\N	\N	writer,producer	tt1430640,tt6513656,tt1211956,tt6772804
nm1977355	Nathan Greno	1975	\N	actor,art_department,director	tt0396555,tt0398286,tt2112281,tt2245084
nm1979137	Warren Ellis	1968	\N	writer,producer	tt1245526,tt1300854,tt1821694,tt6517102
nm1981261	John Green	1977	\N	producer,writer,director	tt4119952,tt1560523,tt2582846,tt3622592
nm1985343	John Carlin	1956	\N	writer,producer,miscellaneous	tt9170224,tt0337978,tt1057500,tt0472959
nm1989536	Marc Webb	1974	\N	producer,director,writer	tt4481414,tt1022603,tt0948470,tt4094300
nm1994243	Scott Z. Burns	\N	\N	writer,producer,director	tt2053463,tt1598778,tt0440963,tt8236336
nm1996352	Matthew Michael Carnahan	\N	\N	writer,producer,director	tt0816711,tt1860357,tt0891527,tt0431197
nm2012438	Travis Beacham	\N	\N	writer,producer,director	tt0800320,tt0489974,tt1663662,tt2557478
nm2015758	David Ignatius	\N	\N	writer	tt0758774,tt0465323,tt3471206,tt10078290
nm2025683	Milan Trenc	\N	\N	director,writer,animation_department	tt2770022,tt2411818,tt4654726,tt0477347
nm2030456	Richard Lindheim	\N	\N	writer,producer	tt0088513,tt0078564,tt0455944,tt3766354
nm2043734	Fernley Phillips	\N	\N	writer,producer	tt0485061,tt5343468,tt0481369,tt5343494
nm2053216	Eric Johnson	\N	\N	writer,producer,visual_effects	tt0964517,tt2025690,tt1657515,tt4572514
nm2057149	C. Gaby Mitchell	\N	\N	writer,producer	tt1194263,tt7746524,tt1869761,tt0450259
nm2057405	Nobuaki Minegishi	\N	\N	writer	tt1321511,tt0364569
nm2057975	Elizabeth Meriwether	\N	\N	writer,producer,music_department	tt1411238,tt1826940,tt7845644,tt0367089
nm2078681	Michael Lesslie	1984	\N	writer,producer,miscellaneous	tt2094766,tt2884018,tt7598448,tt3205376
nm2081046	Derek Connolly	\N	\N	writer,producer,actor	tt5884052,tt1862079,tt2527338,tt0369610
nm2091799	Bridget O'Connor	1961	2010	writer	tt1340800,tt0493450,tt0855011
nm2092479	Steven Gould	\N	\N	writer,miscellaneous	tt6160506,tt0489099
nm2092839	Mark Millar	1969	\N	writer,producer,actor	tt0493464,tt2802144,tt4649466,tt1250777
nm2094392	Ernest Cline	\N	\N	writer,actor,producer	tt0401747,tt2568752,tt0489049,tt1677720
nm2104063	Eric Heisserer	1970	\N	writer,producer,director	tt2094018,tt2543164,tt2737304,tt4786282
nm2105585	Tobias Lindholm	1977	\N	writer,director,actor	tt3830162,tt1434443,tt2106476,tt2216240
nm2114730	Mark Heyman	\N	\N	writer,producer,director	tt1571249,tt0414993,tt0947798,tt7210448
nm2124742	Stephen P. Lindsey	\N	\N	writer,actor,camera_department	tt6910020,tt1713497,tt1028532,tt1536485
nm2128400	Aaron Covington	\N	\N	sound_department,actor,director	tt6090126,tt3076658,tt6173560,tt2402372
nm2130108	Bob Persichetti	\N	\N	animation_department,art_department,director	tt1754656,tt0312004,tt0448694,tt4633694
nm2131929	Jodi Ann Johnson	\N	\N	writer	tt0458455,tt0120762
nm2132236	Theodore Newton	\N	\N	writer	tt0120762
nm2137463	Adi Granov	\N	\N	writer,art_department,actor	tt1825683,tt0371746,tt4154796,tt1300854
nm2140186	Rodo Sayagues	\N	\N	writer,producer,soundtrack	tt4160708,tt1655418,tt1288558,tt0759954
nm2150515	Chris Ure	\N	\N	animation_department,art_department,miscellaneous	tt2245084,tt0780521,tt0230011,tt0120855
nm2153088	Gareth Evans	\N	\N	director,writer,editor	tt1899353,tt2265171,tt6217306,tt2450186
nm2155757	Josh Cooley	\N	\N	actor,writer,art_department	tt0382932,tt1049413,tt2096673,tt1979376
nm2163440	David Michelinie	1948	\N	writer,miscellaneous,producer	tt1641384,tt1722512,tt1270797,tt2620204
nm2185413	Man of Action	\N	\N	writer,producer,miscellaneous	tt5608708,tt2245084,tt1722512,tt6148376
nm2186362	Jim Hecht	1975	\N	producer,writer,miscellaneous	tt0438097,tt9616898,tt2574524,tt1614428
nm2201245	James Sallis	1944	\N	writer,actor	tt0780504,tt6593054,tt0275941,tt2338303
nm2214893	Melisa Wallack	\N	\N	writer,producer,director	tt6178894,tt1667353,tt0790636,tt0790623
nm2226647	Keith Merryman	\N	\N	writer,producer	tt1621045,tt3829854,tt1632708,tt2239832
nm2226970	David A. Newman	\N	\N	writer,producer	tt3829854,tt2239832,tt1632708,tt1621045
nm2233127	Grant Pierce Myers	1981	\N	writer,miscellaneous,camera_department	tt1790864,tt5144038,tt5244722,tt5342626
nm2241067	Lynn Varley	1958	\N	writer	tt2313197,tt2166834,tt0118266,tt0416449
nm2244980	Karl Gajdusek	1968	\N	writer,producer,miscellaneous	tt1483013,tt2402157,tt1674784,tt2172103
nm2259451	Ian Mackenzie Jeffers	\N	\N	writer,producer,director	tt11481276,tt3575966,tt1601913,tt6389432
nm2270979	Nicole Perlman	1981	\N	writer,producer,director	tt5884052,tt9055512,tt2015381,tt4154664
nm2280850	Shane Morris	\N	\N	producer,writer	tt3139732,tt0800328,tt2294629,tt6464174
nm2284377	Allison Schroeder	\N	\N	miscellaneous,writer,producer	tt4575576,tt4520988,tt4846340,tt0910936
nm2284484	Gareth Edwards	1975	\N	visual_effects,director,writer	tt3748528,tt2527336,tt1470827,tt0831387
nm2297183	Stieg Larsson	1954	2004	writer	tt1568346,tt1132620,tt5177088,tt1216487
nm2305431	Oren Peli	\N	\N	producer,writer,director	tt1519461,tt2473682,tt1991245,tt1179904
nm2320658	Don Hall	1969	\N	writer,animation_department,director	tt0396555,tt2245084,tt0780521,tt3521164
nm2331222	David Lloyd	1950	\N	writer,actor,art_department	tt5338592,tt0434409,tt4544930,tt1599373
nm2337556	Cami Delavigne	\N	\N	writer,producer,editor	tt1120985,tt7008682,tt4428122,tt7817340
nm2352210	Michael H. Weber	\N	\N	writer,producer,miscellaneous	tt3521126,tt1714206,tt2582846,tt1022603
nm2353561	Chuck Hogan	\N	\N	writer,producer	tt0840361,tt2654620,tt4172430
nm2354099	Scott Neustadter	1977	\N	writer,producer	tt3521126,tt2582846,tt1022603,tt1714206
nm2355933	Justin Kurzel	1974	\N	director,producer,writer	tt2094766,tt2884018,tt2322641,tt1680114
nm2360213	Judi Barrett	\N	\N	writer	tt1985966,tt0844471,tt4123482
nm2360861	Ron Barrett	\N	\N	writer	tt0844471,tt1985966,tt4554690
nm2361949	Andrew Mogel	1974	\N	writer,producer,director	tt4481322,tt2690138,tt8009602,tt1068680
nm2384772	Chris Collins	\N	\N	producer,miscellaneous,writer	tt6146586,tt1124373,tt1740299,tt0306414
nm2385905	T.S. Nowlin	\N	\N	writer,producer	tt2557478,tt1790864,tt4500922,tt4046784
nm2394211	Stephen Hunter	1946	\N	writer,actor	tt0822854,tt1986574,tt2194820,tt4181172
nm2400268	Steven T. Seagle	\N	\N	writer,producer,miscellaneous	tt2455546,tt1722512,tt1636691,tt2245084
nm2431017	Pete Collins	\N	\N	writer	tt4387644,tt1980209
nm2440587	Joshua Zetumer	\N	\N	writer,producer	tt0893561,tt1234721,tt4572514
nm2440893	Jean-Marc Rochette	\N	\N	writer,art_department	tt4481854,tt1706620,tt6156584,tt1337152
nm2441468	Jacques Lob	\N	1990	writer	tt0353075,tt1706620,tt6156584
nm2441699	Graham Moore	1981	\N	writer,producer,director	tt2084970,tt1367469,tt5718944,tt8101782
nm2441763	Cressida Cowell	\N	\N	writer	tt11112140,tt1646971,tt0892769,tt2386490
nm2450453	Hugo Guinness	1959	\N	actor,art_department,writer	tt0265666,tt2278388,tt3674910,tt0432283
nm2477197	John Boyne	1971	\N	writer,producer	tt0177465,tt8171006,tt1741676,tt0914798
nm2477891	Gary Dauberman	\N	\N	writer,producer,director	tt8350360,tt5814060,tt5140878,tt1396484
nm2482088	Tommy Wirkola	1979	\N	writer,director,actor	tt2832470,tt1536537,tt1278340,tt1428538
nm2489193	Evan Daugherty	\N	\N	writer,director,producer	tt1840309,tt1735898,tt1365519,tt1291150
nm2493380	Patrice Désilets	\N	\N	writer,director,art_department	tt6150810,tt1201133,tt0932936,tt0384444
nm2497546	David F. Sandberg	1981	\N	director,writer,composer	tt3605002,tt5140878,tt0448115,tt4786282
nm2503633	Josh Trank	1984	\N	writer,director,editor	tt1706593,tt6199572,tt0862593,tt1502712
nm2523794	Brent Simons	\N	\N	actor,writer	tt1911658,tt1001526,tt1847645,tt1385876
nm2545235	Eric Warren Singer	\N	\N	writer,producer,actor	tt1371116,tt3829920,tt0963178,tt1800241
nm2561765	Brian Selznick	1966	\N	writer,actor	tt0970179,tt5208216,tt2353768,tt3187244
nm2565612	Keith Dorrington	\N	\N	writer,producer,director	tt1247653,tt1545498,tt0964517
nm2588606	Steve McQueen	1969	\N	director,writer,producer	tt2024544,tt4218572,tt1723811,tt0986233
nm2592245	Gabriel Ferrari	\N	\N	writer,producer	tt7285102,tt5095030,tt10308518,tt1697800
nm2593444	Alejandro Bien-Willner	\N	\N	writer,miscellaneous,actor	tt0460655,tt0406438,tt1277953,tt0892791
nm2605946	Seth Lochhead	1981	\N	writer,producer	tt6932244,tt0993842,tt1414372,tt3234608
nm2639032	Jason Eisener	\N	\N	director,editor,writer	tt1640459,tt0462322,tt1241317,tt2450186
nm2646452	Joshuah Bearman	\N	\N	producer,writer,miscellaneous	tt7970556,tt2574524,tt1024648,tt3271820
nm2655611	Kaui Hart Hemmings	\N	\N	writer,actress	tt1033575,tt3500952
nm2669197	Dan Mazeau	\N	\N	writer	tt2847266,tt1646987,tt1123441,tt1200268
nm2676052	Joseph Kosinski	1974	\N	director,writer,producer	tt1104001,tt1483013,tt3829920
nm2683048	Matthew Quick	\N	\N	writer	tt3155342,tt3231410,tt1045658,tt5673646
nm2746459	Chetan Bhagat	1974	\N	writer,producer	tt2372222,tt2372678,tt2213054,tt1187043
nm2757098	Bill Mantlo	1951	\N	writer,animation_department,miscellaneous	tt3896198,tt2015381,tt4154756,tt4154796
nm2769412	Stephenie Meyer	1973	\N	writer,producer,actress	tt1324999,tt1673434,tt1099212,tt1517260
nm2774833	Edmond Wong	\N	\N	writer,producer,miscellaneous	tt2888046,tt1386932,tt0482930,tt1220719
nm2782185	Rupert Sanders	1971	\N	director,writer,producer	tt1219827,tt2193628,tt2193614,tt1735898
nm2802722	Beau Willimon	\N	\N	writer,producer,miscellaneous	tt1124035,tt7412482,tt2328900,tt1856010
nm2824501	Rhianna Pratchett	1976	\N	writer,producer,executive	tt1471219,tt0498344,tt0884088,tt3791072
nm2833612	Terri Tatchell	\N	\N	writer,miscellaneous	tt3088666,tt1543272,tt1136608,tt1823672
nm2849655	Henry Gayden	\N	\N	writer,miscellaneous	tt0413300,tt9764220,tt0448115,tt2183034
nm2858852	Alex Mace	\N	\N	producer,writer	tt1486185,tt2069797,tt1148204,tt9804272
nm2877226	Marcus Luttrell	1975	\N	producer,actor,writer	tt1623190,tt1091191,tt4687276,tt5472614
nm2888684	Josie Trinidad	\N	\N	animation_department,actress,writer	tt2948356,tt5848272,tt2245084,tt1772341
nm2914162	Nathan Parker	\N	\N	writer,director,actor	tt1182345,tt3289728,tt2018069,tt1297919
nm2919995	Simon Rich	1984	\N	writer,producer,actor	tt4189492,tt0072562,tt7529770,tt2096673
nm2937122	Adrian Molina	\N	\N	miscellaneous,writer,animation_department	tt1453405,tt0382932,tt2380307,tt1979388
nm2942187	Darius Marder	\N	\N	editorial_department,writer,editor	tt1246588,tt1817273,tt5363618,tt1800290
nm2946831	Nicole Eastman	\N	\N	writer,producer	tt1142988,tt7428772
nm2967574	Matt Bondurant	\N	\N	writer	tt1212450
nm2972864	Jared Stern	\N	\N	writer,producer,miscellaneous	tt2234155,tt4116284,tt3216608,tt1298649
nm2982186	Alan Glynn	\N	\N	writer	tt3203486,tt1219289
nm3015467	Mickey Rapkin	\N	\N	writer,director,producer	tt2848292,tt1981677,tt4765284,tt10472214
nm3029372	Andrew Barrer	\N	\N	writer,producer	tt5095030,tt1697800,tt2386278,tt7285102
nm3069408	Eric Pearson	\N	\N	writer	tt3501632,tt3480822,tt3475734,tt5034838
nm3071117	Sam Graham	\N	\N	writer,miscellaneous	tt0108938,tt0095776,tt0158428,tt0097757
nm3090268	Ed Brubaker	1966	\N	writer,producer,actor	tt0475784,tt6517320,tt1843866,tt7543820
nm3123612	Jon Spaihts	\N	\N	writer,producer,director	tt1446714,tt1211837,tt1355644
nm3133181	Stan Chervin	\N	\N	writer,producer	tt1870422,tt2016264,tt1473153,tt1210166
nm3139511	Vikas Swarup	1963	\N	writer	tt1341334,tt1010048
nm3153307	Charles Brandt	\N	\N	writer	tt1302006,tt8059866
nm3160078	Eduardo Sacheri	\N	\N	writer	tt1305806,tt1741273,tt3772576,tt1634003
nm3164738	Dave Johannson	\N	\N	writer	tt1205489
nm3174584	Armando Bo	\N	\N	director,producer,writer	tt2125500,tt1164999,tt7538958,tt2562232
nm3227090	Damien Chazelle	1985	\N	producer,writer,director	tt1179933,tt1213641,tt3783958,tt2582802
nm3229505	Yoni Brenner	\N	\N	writer,soundtrack,director	tt3416828,tt2357291,tt1080016,tt2359273
nm3238648	Steve Gan	\N	\N	writer,art_department,animation_department	tt2015381,tt3896198,tt4154756,tt4154796
nm3242689	Edward Ricourt	\N	\N	writer,producer	tt3110958,tt1670345,tt2357547,tt2618986
nm3263825	Will Beall	\N	\N	writer,miscellaneous,producer	tt4946972,tt8873996,tt1477834,tt1321870
nm3290967	David Mitchell	1969	\N	writer,actor,composer	tt2431438,tt1371111,tt10838180,tt1899257
nm3294574	Anthony Tambakis	1967	\N	writer,producer,actor	tt3721964,tt2140037,tt1291584
nm3314810	Chesley Sullenberger	1951	\N	actor,writer	tt0081857,tt0318224,tt3263904,tt5657846
nm3322414	Alastair Siddons	\N	\N	writer,director,producer	tt10172268,tt1365519,tt3305308,tt1764645
nm3328207	Efthymis Filippou	\N	\N	writer,actor,producer	tt1379182,tt3526706,tt3464902,tt5715874
nm3343855	Gabrielle-Suzanne Barbot de Villeneuve	1685	1755	writer	tt2771200,tt0101414,tt0092626,tt3500508
nm3349927	Oren Uziel	\N	\N	writer,producer,director	tt2548396,tt1386691,tt2294449,tt3794354
nm3360218	Michael Finch	\N	\N	writer,producer	tt1961175,tt2679042,tt1424381,tt2402157
nm3360706	Aaron Guzikowski	\N	\N	writer,producer	tt1524137,tt1392214,tt2505072,tt5093026
nm3363032	Ryan Coogler	1986	\N	director,writer,producer	tt3076658,tt2334649,tt6343314,tt1825683
nm3391497	Will Fetters	\N	\N	writer,producer	tt1403981,tt1517451,tt1972779,tt1327194
nm3467335	Michael Robert Johnson	\N	\N	writer,actor	tt4796254,tt1464763,tt0988045,tt1921064
nm3488559	Michael Punke	\N	\N	writer	tt1457600,tt1663202
nm3508936	Jason Carter Eaton	\N	\N	writer	tt1240542,tt1080016
nm3542504	Paul Norris	1914	2007	writer,miscellaneous	tt1641384,tt0498318,tt9663764,tt1477834
nm3543826	Kathryn Stockett	\N	\N	writer,miscellaneous	tt0911896,tt1454029,tt0262152,tt4145104
nm3611349	Jordan Vogt-Roberts	\N	\N	director,producer,writer	tt1877000,tt2179116,tt1548018,tt3731562
nm3697679	Richard Phillips	\N	\N	writer	tt0115147,tt1553686,tt1535109,tt0103396
nm3764118	Aaron Kandell	\N	\N	writer,producer	tt3427690,tt3521164,tt7563554,tt6306064
nm3764493	Jordan Kandell	\N	\N	writer,producer	tt3521164,tt3427690,tt6306064,tt7563554
nm3772853	Isaac Marion	\N	\N	writer,director,music_department	tt1588173,tt1757847,tt6550330
nm3787416	Jobie Hughes	1980	\N	producer,writer,script_department	tt2098647,tt3039732,tt5909754,tt1464540
nm3820072	Chan-wook Park	\N	\N	writer,editor,miscellaneous	tt6448032,tt0364569,tt0451094,tt0310775
nm3834300	Noah Oppenheim	\N	\N	producer,writer	tt1976650,tt1790864,tt3410834,tt1619029
nm3851113	John Davies	\N	\N	writer,camera_department,actor	tt0462322,tt2013230,tt2450186,tt1640459
nm3872326	Hiroshi Sakurazaka	\N	\N	writer	tt1631867
nm3890871	John-Henry Butterworth	1976	\N	writer,producer	tt2473602,tt1950186,tt1631867,tt0977855
nm3929259	Brian Duffield	\N	\N	writer,producer,director	tt2908446,tt5774060,tt4225622,tt5774062
nm3966115	Dan Abnett	1965	\N	writer	tt1679332,tt2015381,tt3896198,tt3391132
nm4022192	Steven McNiven	1967	\N	writer	tt3315342,tt3498820,tt1705774
nm4039044	Geneva Robertson-Dworet	1985	\N	writer,producer	tt1365519,tt4154664
nm4057793	Bill Dubuque	\N	\N	writer,producer	tt1872194,tt2140479,tt5071412,tt1718924
nm4131020	Matt Charman	\N	\N	writer,producer	tt0900387,tt3959576,tt3682448,tt5208252
nm4144120	Tarell Alvin McCraney	\N	\N	writer,producer,actor	tt7456668,tt8128188,tt8905948,tt4975722
nm4160541	Carlo Pagulayan	\N	\N	writer,miscellaneous	tt1483025,tt2015381,tt3881362,tt4176370
nm4160687	Jim Starlin	1949	\N	writer,animation_department,miscellaneous	tt3896198,tt4154796,tt2015381,tt4154756
nm4170048	Ari Aster	\N	\N	director,writer,actor	tt2460640,tt7784604,tt1772398,tt8772262
nm4212895	James Dashner	\N	\N	writer,actor,producer	tt1790864,tt4500922,tt4046784,tt3203180
nm4243936	Harry G. Peter	1880	1958	writer,art_department	tt1599373,tt7514094
nm4259881	Patrick McKay	\N	\N	writer,producer	tt7631058,tt1699744,tt1730688,tt0421201
nm4260438	John D. Payne	\N	\N	writer,producer	tt1730688,tt7631058,tt0421201,tt1699744
nm4316121	Veronica Roth	1988	\N	writer,actress,producer	tt3410834,tt7631256,tt2908446,tt1840309
nm4339295	Chris Lindsay	\N	\N	writer,cinematographer,camera_department	tt1371111,tt0184122,tt7390046,tt0943690
nm4401003	Derek Kolstad	\N	\N	writer,producer	tt1489905,tt2911666,tt6146586,tt4425200
nm4424713	Jojo Moyes	1969	\N	writer	tt3982580,tt2674426,tt5836706,tt1893273
nm4446305	Nic Pizzolatto	1975	\N	writer,producer,actor	tt2404435,tt2315596,tt2356777,tt1637727
nm4478735	Charlie Wachtel	\N	\N	producer,writer,miscellaneous	tt2674062,tt1496422,tt7349662
nm4554159	Jeff VanderMeer	1968	\N	writer,producer	tt2133232,tt2091476,tt2798920,tt6166048
nm4624299	Paul Lieberman	\N	\N	writer,producer	tt1321870
nm4778840	Philippe Pozzo di Borgo	\N	\N	writer	tt0168275,tt6501498,tt1675434
nm4789922	Josh Malerman	\N	\N	writer,music_department,producer	tt2737304,tt0785007,tt8762206,tt4295470
nm4824763	Thea Sharrock	\N	\N	director,writer	tt1681361,tt2674426,tt2262456,tt4633462
nm4881574	Chris Kyle	1974	2013	writer,producer	tt1637574,tt2179136,tt2223794,tt1786203
nm4950667	Creighton Rothenberger	\N	\N	writer	tt2302755,tt3300542,tt2333784,tt6189022
nm4951717	Katrin Benedikt	\N	\N	writer	tt2302755,tt2333784,tt3300542
nm5022110	Michael J. Wilson	\N	\N	writer	tt3416828,tt0268380,tt0307453
nm5037683	Andy Lanning	\N	\N	writer	tt2015381,tt3896198,tt6791350,tt4176370
nm5058839	Gillian Flynn	1971	\N	writer,producer,actress	tt2649356,tt2402101,tt4218572,tt2267998
nm5161275	David Rabinowitz	\N	\N	writer,producer,actor	tt2268048,tt7349662,tt2815808,tt3686744
nm5293055	Jeffrey Zaslow	1958	2012	writer	tt0123338,tt3263904
nm5333675	Todd R. Jones	\N	\N	writer,miscellaneous,producer	tt5034886,tt0115120,tt1436562,tt0359517
nm5335213	Tai-lee Chan	\N	\N	writer,director,actor	tt7875604,tt1220719,tt2888046,tt1386932
nm5377442	María Belón	\N	\N	writer	tt2732096,tt2582740,tt0390699,tt1649419
nm5384213	Ted Chiang	1967	\N	writer	tt2543164,tt3785196,tt6591152,tt7593298
nm5409486	Alexander Dinelaris	\N	\N	producer,writer,director	tt7599018,tt2562232,tt1663202,tt8031204
nm5410196	Tony Mendez	1940	2019	writer,miscellaneous	tt4478356,tt1024648,tt3142234,tt5177262
nm5643170	Stephan Talty	\N	\N	writer	tt6487156,tt3574974,tt1535109
nm6056595	André Aciman	\N	\N	writer,actor	tt3574974,tt7581524,tt2502838,tt5726616
nm6186324	Jane Hawking	1944	\N	writer	tt0181261,tt3021160,tt2830416,tt2980516
nm6506884	Saroo Brierley	1981	\N	writer	tt3741834,tt4346344,tt0123338,tt7806624
nm6624843	Michael Lark	\N	\N	writer,animation_department,art_department	tt7445646,tt5541238,tt1836037
nm6984200	Scott McEwen	\N	\N	writer,miscellaneous	tt2179136
nm7198520	Jim DeFelice	\N	\N	writer	tt2057895,tt5721956,tt2179136
nm7216022	Austin Wright	1922	2003	writer	tt4550098
nm7446421	Margot Lee Shetterly	1969	\N	writer,producer	tt4846340
nm8748334	Shay Hatten	\N	\N	writer,producer	tt6146586,tt6354030,tt0993840,tt7181546
nm8800791	Mark Lowell	\N	\N	actor,writer,miscellaneous	tt0054973,tt0051725,tt0058461,tt0052739
nm9204083	Ole Kirk Christiansen	1891	1958	writer	tt1490017,tt4116284,tt2620204,tt1149317
